station_distance,total_price,area,next_use,city_planning,age,renovation_flg,number_of_floor,kitchen_level,service_room
4,7e+06,25,住宅,第２種住居地域,44,0,1,K,0
4,2.7e+07,45,住宅,第２種住居地域,47,1,1,DK,0
4,6e+07,60,住宅,第２種住居地域,18,1,3,LDK,0
2,5.8e+07,65,住宅,商業地域,17,0,3,LDK,0
4,4.3e+07,60,その他,第２種住居地域,18,0,3,LDK,0
4,2e+07,35,住宅,第２種住居地域,39,0,2,DK,0
1,2.5e+07,30,住宅,商業地域,19,0,1,DK,0
4,2.2e+07,20,住宅,商業地域,15,0,1,K,0
3,2.1e+07,15,住宅,第２種住居地域,18,0,1,K,0
2,2.3e+07,20,住宅,商業地域,16,0,1,K,0
3,3e+07,35,住宅,第２種住居地域,14,0,1,LDK,0
4,6.5e+07,75,住宅,商業地域,6,0,3,LDK,0
2,2e+07,20,住宅,第２種住居地域,18,0,1,K,0
3,5e+07,70,住宅,第２種住居地域,22,0,3,LDK,0
0,1.8e+07,25,その他,商業地域,16,0,1,K,0
2,1.8e+07,20,その他,商業地域,16,0,1,K,0
3,5e+07,65,住宅,第２種住居地域,23,0,3,LDK,0
4,1.7e+07,35,住宅,第２種住居地域,47,0,2,K,0
0,9e+07,95,住宅,商業地域,15,1,2,LDK,0
3,5.2e+07,50,事務所,第２種住居地域,8,1,2,LDK,0
2,1.8e+07,20,住宅,商業地域,16,0,1,K,0
6,5.8e+07,60,住宅,第２種住居地域,17,0,2,LDK,0
0,6.3e+07,75,住宅,商業地域,16,1,2,LDK,0
0,5.4e+07,60,住宅,商業地域,15,0,1,LDK,0
0,5.3e+07,60,住宅,商業地域,15,1,1,LDK,0
3,5.1e+07,65,住宅,第２種住居地域,21,0,2,LDK,0
0,8.3e+07,70,住宅,商業地域,3,0,3,LDK,0
2,4.3e+07,50,住宅,商業地域,15,0,1,LDK,0
5,2.5e+07,20,その他,商業地域,16,0,1,K,0
4,8.7e+07,80,住宅,第２種住居地域,5,0,3,LDK,0
4,4.8e+07,50,住宅,商業地域,10,0,2,LDK,0
9,5.3e+07,50,住宅,商業地域,19,0,1,LDK,0
1,6e+07,60,住宅,商業地域,16,0,2,LDK,0
2,5.5e+07,50,住宅,商業地域,7,0,2,LDK,0
1,5e+07,55,住宅,商業地域,16,0,2,LDK,0
1,6.8e+07,75,住宅,商業地域,16,0,3,LDK,0
8,5.2e+07,70,その他,第１種住居地域,25,0,2,LDK,0
1,3.6e+07,35,住宅,第２種住居地域,21,1,1,LDK,0
8,8.2e+07,80,住宅,第１種住居地域,25,0,3,LDK,0
1,4.4e+07,55,住宅,商業地域,17,0,2,LDK,0
4,5.9e+07,70,住宅,第２種住居地域,18,0,3,LDK,0
3,3.9e+07,45,住宅,第２種住居地域,14,0,1,LDK,0
9,9.5e+07,85,住宅,商業地域,19,0,2,LDK,0
1,4e+07,40,住宅,第２種住居地域,7,0,1,LDK,0
9,1.1e+08,85,事務所,商業地域,19,0,2,LDK,0
2,3.5e+07,25,住宅,商業地域,2,0,1,K,0
3,6e+07,60,住宅,第２種住居地域,14,0,2,LDK,0
3,3.8e+07,40,住宅,第２種住居地域,3,0,2,DK,0
7,4.2e+07,55,事務所,第１種住居地域,27,0,1,LDK,0
9,8e+07,70,住宅,商業地域,19,0,2,LDK,0
3,2.2e+07,20,住宅,第２種住居地域,12,0,1,K,0
1,3.2e+07,25,住宅,第１種住居地域,5,0,1,K,0
1,5.3e+07,55,住宅,第２種住居地域,13,0,2,DK,0
3,8.4e+07,75,住宅,第２種住居地域,14,0,2,LDK,0
1,2.1e+07,20,住宅,商業地域,15,0,1,K,0
1,3.1e+07,35,住宅,商業地域,12,0,1,LDK,0
3,3.5e+07,40,住宅,第２種住居地域,14,0,1,LDK,0
3,4.1e+07,45,住宅,第２種住居地域,14,0,1,LDK,0
0,2.2e+07,20,住宅,第２種住居地域,14,1,1,K,0
3,2.1e+07,20,住宅,第２種住居地域,12,0,1,K,0
3,8.7e+07,85,住宅,第２種住居地域,14,0,3,LDK,0
3,6.5e+07,65,住宅,第２種住居地域,14,0,2,LDK,0
3,2e+07,20,住宅,商業地域,16,0,1,K,0
4,1.9e+07,20,住宅,商業地域,16,0,1,K,0
3,2.3e+07,25,住宅,商業地域,16,0,1,K,0
3,1.7e+07,20,住宅,商業地域,16,0,1,K,0
3,6.1e+07,70,住宅,商業地域,16,0,3,LDK,0
2,2.9e+07,30,住宅,商業地域,11,0,1,DK,0
3,2e+07,20,住宅,商業地域,15,0,1,K,0
2,2.8e+07,25,住宅,商業地域,5,0,1,K,0
3,2.2e+07,25,住宅,商業地域,16,0,1,K,0
1,5.9e+07,50,住宅,商業地域,5,0,2,LDK,0
3,1.8e+07,20,住宅,商業地域,16,0,1,K,0
1,5.7e+07,50,住宅,商業地域,5,0,3,LDK,0
1,5.5e+07,50,住宅,商業地域,5,0,1,LDK,0
1,3.7e+07,50,住宅,商業地域,17,0,2,LDK,0
3,2.7e+07,25,住宅,商業地域,14,0,1,K,0
3,2.1e+07,20,住宅,商業地域,15,0,1,K,0
2,2e+07,20,住宅,商業地域,14,0,1,K,0
2,3.8e+07,40,住宅,商業地域,13,0,1,LDK,0
4,1.7e+07,20,住宅,商業地域,16,0,1,K,0
4,2.2e+07,20,住宅,商業地域,19,0,1,K,0
2,1.7e+07,20,住宅,商業地域,20,0,1,R,0
2,4e+07,40,住宅,商業地域,21,1,1,LDK,0
2,1.8e+07,20,住宅,商業地域,33,1,1,K,0
4,1.8e+07,15,住宅,商業地域,19,1,1,K,0
2,2.3e+07,20,住宅,商業地域,14,0,1,K,0
1,3.8e+07,40,住宅,商業地域,13,0,1,LDK,0
3,2.5e+07,20,住宅,商業地域,16,0,1,K,0
3,1.8e+07,20,住宅,商業地域,13,0,1,K,0
3,2e+07,20,住宅,商業地域,16,0,1,K,0
2,2.1e+07,25,住宅,商業地域,17,0,1,K,0
2,2.3e+07,25,住宅,商業地域,17,0,1,K,0
2,5.7e+07,50,住宅,商業地域,3,0,1,LDK,0
1,5.4e+07,55,住宅,商業地域,13,0,1,LDK,0
3,1.6e+07,20,住宅,商業地域,12,0,1,K,0
3,1.2e+07,20,事務所,商業地域,36,0,1,K,0
3,1.7e+07,20,住宅,商業地域,12,0,1,K,0
3,2.3e+07,20,住宅,商業地域,12,0,1,K,0
3,2.1e+07,20,住宅,商業地域,16,0,1,K,0
3,2.1e+07,20,住宅,商業地域,12,1,1,K,0
3,1.7e+07,20,住宅,商業地域,12,0,1,K,0
3,4.8e+07,50,住宅,商業地域,15,0,1,DK,0
2,2.6e+07,20,住宅,商業地域,14,0,1,K,0
2,1.7e+07,20,その他,商業地域,14,0,1,K,0
3,5.2e+07,65,住宅,商業地域,16,1,2,LDK,0
2,4.4e+07,40,住宅,商業地域,3,0,1,LDK,0
2,2.3e+07,35,住宅,商業地域,40,1,1,LDK,0
4,2e+07,20,住宅,商業地域,16,0,1,K,0
2,1.8e+07,20,その他,商業地域,20,0,1,K,0
3,1.6e+07,20,住宅,商業地域,12,0,1,K,0
3,6.5e+07,75,住宅,商業地域,16,1,3,LDK,0
3,3.5e+07,45,住宅,商業地域,36,1,2,LDK,0
3,1.9e+07,20,住宅,商業地域,13,0,1,K,0
2,4.3e+07,50,住宅,商業地域,13,1,2,LDK,0
2,6e+07,50,住宅,商業地域,3,0,2,LDK,0
2,1.8e+07,25,住宅,商業地域,20,0,1,DK,0
2,1.7e+07,20,住宅,商業地域,20,0,1,DK,0
3,6.3e+07,55,住宅,商業地域,5,0,1,LDK,0
4,3500000,15,住宅,商業地域,39,0,1,K,0
1,2.4e+07,20,住宅,商業地域,15,0,1,DK,0
1,2.3e+07,20,住宅,商業地域,15,0,1,K,0
1,4e+07,40,住宅,商業地域,12,0,2,DK,0
1,2.1e+07,20,住宅,商業地域,12,0,1,K,0
1,2.3e+07,20,その他,商業地域,15,1,1,K,0
3,2e+07,20,住宅,商業地域,14,0,1,K,0
2,2.5e+07,25,住宅,商業地域,18,0,1,K,0
1,2.7e+07,20,その他,商業地域,16,0,1,K,0
1,2.5e+07,20,住宅,商業地域,16,1,1,K,0
2,2.7e+07,45,その他,商業地域,18,0,1,LDK,0
1,2.4e+07,20,住宅,商業地域,16,0,1,K,0
1,2.2e+07,20,住宅,商業地域,16,0,1,K,0
3,2.2e+07,20,住宅,商業地域,15,0,1,K,0
3,2.4e+07,20,住宅,商業地域,15,0,1,K,0
5,2.5e+07,25,住宅,商業地域,15,1,1,K,0
4,2.5e+07,25,住宅,商業地域,15,0,1,K,0
6,5e+07,50,住宅,商業地域,15,1,1,LDK,0
5,3.7e+07,25,その他,商業地域,3,0,1,K,0
5,3.6e+07,25,その他,商業地域,3,0,1,DK,0
1,3e+07,40,その他,商業地域,12,0,1,LDK,0
4,4.8e+07,55,住宅,商業地域,13,0,2,LDK,0
6,2e+07,15,住宅,商業地域,17,0,1,K,0
5,5.2e+07,60,住宅,商業地域,13,0,2,LDK,0
5,2.5e+07,30,住宅,商業地域,13,0,1,LDK,0
5,3.5e+07,40,住宅,商業地域,36,1,2,DK,0
5,3.2e+07,35,住宅,商業地域,18,0,1,DK,0
5,6e+07,60,住宅,商業地域,4,0,1,LDK,0
5,3.3e+07,40,その他,商業地域,18,0,1,DK,0
5,3.4e+07,45,住宅,商業地域,18,0,1,DK,0
5,2e+07,20,住宅,商業地域,16,1,1,K,0
5,1.8e+07,20,その他,商業地域,16,0,1,K,0
4,4.2e+07,40,住宅,商業地域,9,0,1,LDK,0
4,3.9e+07,40,住宅,商業地域,9,0,1,LDK,0
4,3.5e+07,40,住宅,商業地域,19,0,2,DK,0
4,2.1e+07,30,住宅,商業地域,42,1,1,DK,0
5,3.5e+07,50,住宅,商業地域,14,0,2,LDK,0
5,2.7e+07,20,住宅,商業地域,10,0,1,K,0
5,2.7e+07,20,住宅,商業地域,9,1,1,K,0
8,4.1e+07,55,住宅,商業地域,20,1,2,LDK,0
5,1.2e+07,20,住宅,商業地域,39,0,1,K,0
5,1.7e+07,25,住宅,商業地域,36,0,1,R,0
6,3e+07,30,住宅,商業地域,16,0,1,K,0
1,3e+07,35,その他,商業地域,14,0,1,LDK,0
3,5.7e+07,55,住宅,商業地域,15,1,2,LDK,0
1,1.9e+07,40,住宅,商業地域,13,0,1,LDK,0
2,2.1e+07,20,住宅,商業地域,15,0,1,K,0
3,2.2e+07,20,住宅,商業地域,15,0,1,K,0
3,4.9e+07,60,住宅,商業地域,20,1,3,LDK,0
2,7.4e+07,75,住宅,商業地域,19,1,2,LDK,0
4,9.5e+07,80,住宅,商業地域,7,0,3,LDK,0
1,3.7e+07,35,住宅,商業地域,17,0,1,LDK,0
1,7e+07,50,住宅,商業地域,4,0,2,LDK,0
1,1.1e+07,15,住宅,商業地域,19,0,1,K,0
1,4.2e+07,40,住宅,商業地域,13,0,1,LDK,0
3,1.9e+07,20,住宅,商業地域,15,0,1,K,0
3,1.7e+07,20,住宅,商業地域,15,0,1,K,0
2,2e+07,20,その他,商業地域,15,0,1,K,0
1,2e+07,15,住宅,商業地域,19,1,1,K,0
2,5.6e+07,75,住宅,商業地域,19,0,3,LDK,0
4,5.4e+07,50,住宅,商業地域,7,0,2,DK,0
3,4e+07,40,住宅,商業地域,6,0,1,LDK,0
1,1.7e+07,20,その他,商業地域,16,0,1,K,0
1,2e+07,20,住宅,商業地域,16,0,1,K,0
4,1.5e+07,20,その他,商業地域,17,0,1,K,0
3,9e+06,25,住宅,商業地域,38,0,2,DK,0
5,4.3e+07,35,住宅,商業地域,3,0,1,LDK,0
1,1.5e+07,20,住宅,商業地域,37,1,1,K,0
3,2.1e+07,20,住宅,商業地域,16,0,1,K,0
1,1.7e+07,20,住宅,商業地域,37,1,1,K,0
2,2.3e+07,20,住宅,商業地域,14,0,1,K,0
4,1.7e+07,20,住宅,商業地域,17,0,1,K,0
3,2.4e+07,20,住宅,商業地域,17,0,1,K,0
3,2e+07,20,住宅,商業地域,16,0,1,K,0
3,3.1e+07,55,住宅,商業地域,36,0,2,DK,0
5,3.4e+07,25,住宅,商業地域,3,0,1,K,0
3,1.8e+07,20,住宅,商業地域,17,1,1,K,0
2,1.8e+07,20,住宅,商業地域,15,1,1,K,0
2,1.8e+07,20,住宅,商業地域,15,0,1,K,0
3,2e+07,45,住宅,商業地域,36,0,2,DK,0
3,3e+07,40,住宅,商業地域,36,1,2,DK,0
1,6e+07,65,住宅,商業地域,11,0,3,LDK,0
3,2.3e+07,20,住宅,商業地域,14,0,1,K,0
3,2.5e+07,20,住宅,商業地域,14,0,1,K,0
5,5.7e+07,70,住宅,商業地域,20,0,3,LDK,0
4,8.6e+07,90,住宅,商業地域,13,0,2,LDK,0
3,2.3e+07,15,住宅,商業地域,14,0,1,K,0
3,3e+07,25,住宅,商業地域,8,0,1,K,0
3,2.2e+07,20,その他,商業地域,14,0,1,K,0
5,3.9e+07,40,住宅,商業地域,7,0,1,LDK,0
5,4e+07,35,住宅,商業地域,7,0,1,LDK,0
1,4.1e+07,35,住宅,商業地域,13,0,1,LDK,0
1,5.1e+07,55,住宅,商業地域,19,0,2,LDK,0
4,4e+07,40,住宅,商業地域,7,0,1,LDK,0
3,2.1e+07,25,その他,商業地域,20,1,1,K,0
3,1.7e+07,25,住宅,商業地域,20,0,1,K,0
1,2.2e+07,20,住宅,商業地域,17,1,1,K,0
3,1.9e+07,25,住宅,商業地域,20,0,1,K,0
2,2e+07,20,住宅,商業地域,15,0,1,K,0
4,8.5e+07,80,住宅,商業地域,10,0,3,LDK,0
6,1.7e+07,20,住宅,商業地域,10,0,1,K,0
6,4e+07,35,住宅,商業地域,14,1,2,DK,0
3,3.6e+07,45,住宅,商業地域,18,0,1,LDK,0
2,2e+07,20,住宅,商業地域,16,0,1,K,0
3,4.6e+07,45,住宅,商業地域,8,0,2,LDK,0
3,1.7e+07,20,その他,商業地域,18,0,1,K,0
3,1.7e+07,20,住宅,商業地域,18,0,1,K,0
3,1.5e+07,20,その他,商業地域,19,0,1,K,0
5,3.3e+07,40,住宅,商業地域,12,1,1,LDK,0
1,1.8e+07,20,住宅,商業地域,17,0,1,K,0
2,3.6e+07,45,住宅,商業地域,15,0,2,DK,0
3,1.8e+07,20,住宅,商業地域,17,1,1,K,0
3,2.9e+07,35,その他,商業地域,20,1,1,LDK,0
2,2.3e+07,20,住宅,商業地域,16,0,1,K,0
1,1.6e+07,20,その他,商業地域,17,0,1,K,0
3,9.2e+07,80,住宅,商業地域,2,0,3,LDK,0
3,2.9e+07,55,住宅,商業地域,31,0,2,LDK,0
5,2e+07,20,住宅,商業地域,16,0,1,K,0
5,1.9e+07,20,住宅,商業地域,12,0,1,R,0
3,2.4e+07,25,住宅,商業地域,20,0,1,K,0
3,3.5e+07,40,住宅,商業地域,7,0,1,DK,0
3,2.5e+07,25,住宅,商業地域,20,0,1,K,0
4,4.3e+07,40,住宅,商業地域,2,0,1,LDK,0
5,3.5e+07,35,住宅,商業地域,14,0,1,LDK,0
2,3.3e+07,40,住宅,商業地域,16,0,1,LDK,0
6,1.7e+07,20,住宅,商業地域,10,0,1,K,0
3,2.1e+07,20,住宅,商業地域,14,0,1,K,0
3,3.9e+07,40,住宅,商業地域,12,0,1,LDK,0
3,5.4e+07,60,住宅,商業地域,12,0,2,LDK,0
4,4.4e+07,35,住宅,商業地域,8,0,1,LDK,0
4,4e+07,40,住宅,商業地域,10,0,1,LDK,0
3,8e+07,65,住宅,商業地域,7,0,3,LDK,0
2,6.7e+07,65,事務所,商業地域,12,0,1,LDK,0
2,5.5e+07,55,住宅,商業地域,9,0,2,LDK,0
3,4.4e+07,45,住宅,商業地域,9,0,2,LDK,0
2,3.8e+07,40,住宅,商業地域,7,0,2,LDK,0
3,6.3e+07,70,住宅,商業地域,13,0,2,LDK,0
3,3.6e+07,35,その他,商業地域,3,0,1,LDK,0
2,2.2e+07,20,住宅,商業地域,14,0,1,K,0
3,5.4e+07,50,住宅,商業地域,7,0,2,LDK,0
2,4.5e+07,35,住宅,商業地域,14,0,1,DK,0
4,5e+07,50,住宅,商業地域,11,1,2,LDK,0
2,2.2e+07,20,住宅,商業地域,14,0,1,K,0
2,2e+07,15,住宅,商業地域,14,0,1,K,0
2,1.9e+07,20,住宅,商業地域,16,1,1,K,0
3,5.1e+07,55,住宅,商業地域,12,0,1,LDK,0
2,1.7e+07,20,住宅,商業地域,16,0,1,K,0
2,4.8e+07,50,住宅,商業地域,13,0,1,LDK,0
1,2.1e+07,20,住宅,商業地域,14,0,1,K,0
5,3.1e+07,45,住宅,商業地域,14,0,1,LDK,0
4,3.2e+07,40,住宅,商業地域,14,0,1,LDK,0
2,1.7e+07,20,住宅,商業地域,15,0,1,K,0
0,4e+07,35,住宅,商業地域,8,1,1,LDK,0
1,3.2e+07,35,その他,商業地域,8,0,1,LDK,0
1,5.5e+07,60,住宅,商業地域,8,0,2,LDK,0
3,3.3e+07,40,住宅,商業地域,13,0,1,LDK,0
4,5e+07,50,住宅,商業地域,14,0,2,LDK,0
2,3.6e+07,35,住宅,商業地域,11,0,1,LDK,0
3,3.6e+07,70,住宅,商業地域,27,0,3,LDK,0
1,6e+07,60,住宅,商業地域,16,0,2,LDK,0
4,4.2e+07,40,住宅,商業地域,14,0,1,LDK,0
2,4.4e+07,35,住宅,商業地域,4,0,1,LDK,0
2,6.9e+07,60,住宅,商業地域,4,0,3,LDK,0
3,2.1e+07,20,住宅,商業地域,17,0,1,K,0
3,2.5e+07,25,住宅,商業地域,18,0,1,K,0
12,3.3e+07,35,住宅,商業地域,9,0,1,LDK,0
9,3.9e+07,45,住宅,第１種住居地域,20,1,3,LDK,0
9,6.3e+07,55,住宅,準工業地域,3,0,2,LDK,0
13,5.9e+07,70,住宅,商業地域,9,0,2,LDK,0
13,5.2e+07,65,住宅,商業地域,9,0,2,LDK,0
11,7.5e+07,75,住宅,準工業地域,5,0,2,LDK,0
12,3.2e+07,35,住宅,商業地域,9,0,1,DK,0
9,7.3e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,5.3e+07,40,事務所,準工業地域,3,0,1,LDK,0
9,7.3e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,5.1e+07,30,事務所,準工業地域,3,1,1,K,0
9,6.9e+07,60,住宅,準工業地域,3,0,2,LDK,0
13,5.6e+07,55,住宅,準工業地域,2,0,2,LDK,0
13,6.7e+07,70,住宅,準工業地域,2,0,3,LDK,0
13,7.5e+07,70,住宅,準工業地域,2,0,3,LDK,0
9,6.9e+07,85,住宅,第１種住居地域,20,0,2,LDK,0
9,7.1e+07,70,住宅,準工業地域,3,1,3,LDK,0
12,3.4e+07,40,住宅,商業地域,9,0,1,LDK,0
11,7.2e+07,70,住宅,準工業地域,5,0,3,LDK,0
9,8e+07,70,住宅,準工業地域,3,0,3,LDK,0
13,6e+07,45,住宅,商業地域,9,0,2,LDK,0
13,4.3e+07,40,住宅,準工業地域,2,0,1,DK,0
13,5.7e+07,55,住宅,準工業地域,2,0,2,LDK,0
9,8.1e+07,70,住宅,準工業地域,3,0,2,LDK,0
11,3.7e+07,45,その他,準工業地域,5,0,1,LDK,0
9,1.1e+08,95,住宅,準工業地域,3,0,3,LDK,0
9,1.2e+08,70,住宅,準工業地域,3,0,2,LDK,0
11,8.9e+07,70,住宅,準工業地域,5,0,2,LDK,0
13,4.5e+07,40,住宅,準工業地域,2,0,1,DK,0
9,8.3e+07,60,住宅,準工業地域,3,0,2,LDK,0
11,5.8e+07,60,住宅,準工業地域,5,0,2,LDK,0
9,8.4e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,6.2e+07,55,住宅,準工業地域,3,0,2,LDK,0
9,6.5e+07,60,住宅,準工業地域,3,0,2,DK,0
9,7.7e+07,70,住宅,準工業地域,3,0,3,LDK,0
13,6.7e+07,70,住宅,準工業地域,2,0,3,LDK,0
9,7.4e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,6.9e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,7e+07,55,住宅,準工業地域,3,0,2,DK,0
9,4.7e+07,30,住宅,準工業地域,3,0,1,K,0
9,5.6e+07,70,住宅,第１種住居地域,20,0,3,LDK,0
9,1.3e+08,95,住宅,準工業地域,3,0,3,LDK,0
10,7.7e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,7.8e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,9.8e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,8.6e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,8e+07,70,住宅,準工業地域,3,0,2,LDK,0
8,3.2e+07,60,住宅,準工業地域,35,0,3,LDK,0
9,6.6e+07,55,住宅,準工業地域,3,0,2,LDK,0
9,8.8e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,7.7e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,8.4e+07,70,住宅,準工業地域,3,0,2,DK,0
9,1.2e+08,85,住宅,準工業地域,3,0,3,LDK,0
9,1.3e+08,70,住宅,準工業地域,3,0,2,LDK,0
13,5.5e+07,55,住宅,準工業地域,2,0,2,LDK,0
9,7.3e+07,85,住宅,第１種住居地域,20,1,3,LDK,0
8,3.6e+07,50,住宅,準工業地域,35,1,1,LDK,0
9,9.1e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,8.7e+07,70,住宅,準工業地域,3,1,2,LDK,0
9,7.4e+07,60,住宅,準工業地域,3,0,2,DK,0
9,6e+07,60,住宅,準工業地域,3,0,2,LDK,0
9,7.4e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,6.6e+07,60,住宅,準工業地域,3,0,2,LDK,0
9,6.4e+07,60,住宅,準工業地域,3,0,2,LDK,0
9,7.8e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,7.7e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,8.8e+07,70,住宅,準工業地域,3,0,2,LDK,0
11,6.3e+07,65,住宅,準工業地域,5,0,2,DK,0
10,5.5e+07,65,住宅,商業地域,9,0,2,LDK,0
9,1.4e+08,100,住宅,準工業地域,3,1,2,LDK,0
11,7.4e+07,70,住宅,準工業地域,5,0,3,LDK,0
9,1.1e+08,95,住宅,準工業地域,3,0,2,LDK,0
13,5.1e+07,70,住宅,商業地域,9,0,2,LDK,0
9,8.8e+07,70,住宅,準工業地域,3,1,2,LDK,0
9,1.3e+08,70,住宅,準工業地域,3,0,2,LDK,0
9,7e+07,65,住宅,準工業地域,3,0,2,LDK,0
9,1.1e+08,95,住宅,準工業地域,3,0,2,LDK,0
9,7.9e+07,60,住宅,準工業地域,3,1,2,LDK,0
9,8e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,8.8e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,5.7e+07,45,住宅,準工業地域,3,0,1,LDK,0
13,6.2e+07,70,住宅,準工業地域,2,0,3,LDK,0
9,7.7e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,7.3e+07,70,住宅,準工業地域,3,0,3,LDK,0
9,5.7e+07,45,住宅,準工業地域,3,0,1,LDK,0
9,1.2e+08,95,住宅,準工業地域,3,0,3,LDK,0
9,6.8e+07,55,住宅,準工業地域,3,0,2,LDK,0
13,7.1e+07,75,住宅,準工業地域,2,0,3,LDK,0
9,8.8e+07,70,住宅,準工業地域,3,0,2,LDK,0
9,1.1e+08,95,住宅,準工業地域,3,0,3,LDK,0
9,6.2e+07,55,住宅,準工業地域,3,0,2,LDK,0
9,6.6e+07,55,住宅,準工業地域,3,0,2,LDK,0
9,7.9e+07,60,住宅,準工業地域,3,0,2,LDK,0
5,7.6e+07,90,住宅,第１種住居地域,20,1,3,LDK,0
5,3.1e+07,35,住宅,第１種住居地域,20,0,1,DK,0
2,5.5e+07,50,住宅,商業地域,9,1,2,LDK,0
1,2.5e+07,25,住宅,商業地域,13,0,1,LDK,0
1,4.8e+07,55,住宅,商業地域,14,0,2,LDK,0
1,2.3e+07,20,住宅,商業地域,14,0,1,K,0
0,3.6e+07,25,住宅,商業地域,3,0,1,K,0
0,3.7e+07,25,住宅,商業地域,3,0,1,K,0
0,3.4e+07,25,住宅,商業地域,3,0,1,K,0
0,3.7e+07,25,住宅,商業地域,3,0,1,K,0
0,3.7e+07,25,住宅,商業地域,3,0,1,K,0
0,3.7e+07,25,住宅,商業地域,3,0,1,K,0
0,3.5e+07,25,住宅,商業地域,3,0,1,K,0
0,3.7e+07,25,住宅,商業地域,3,0,1,K,0
0,3.7e+07,25,住宅,商業地域,3,0,1,K,0
0,3.7e+07,25,住宅,商業地域,3,0,1,K,0
0,3.5e+07,25,住宅,商業地域,3,0,1,K,0
0,3.8e+07,25,住宅,商業地域,3,0,1,K,0
0,3.8e+07,25,住宅,商業地域,3,0,1,K,0
3,5.1e+07,50,住宅,商業地域,7,0,2,LDK,0
4,1.8e+07,20,住宅,商業地域,13,0,1,K,0
4,2.4e+07,20,その他,商業地域,13,0,1,DK,0
4,2e+07,20,住宅,商業地域,14,0,1,K,0
3,2.3e+07,20,その他,商業地域,15,0,1,K,0
1,5.5e+07,50,住宅,商業地域,5,0,2,LDK,0
3,2e+07,25,その他,商業地域,8,0,1,K,0
1,4.4e+07,55,住宅,商業地域,15,0,2,LDK,0
3,3.1e+07,30,住宅,商業地域,8,0,1,DK,0
4,3.4e+07,40,事務所,商業地域,13,0,1,LDK,0
1,3.5e+07,40,住宅,商業地域,15,1,1,LDK,0
2,2e+07,20,住宅,商業地域,17,0,1,K,0
3,2.5e+07,20,住宅,商業地域,8,0,1,K,0
3,4.1e+07,45,住宅,商業地域,14,0,1,LDK,0
2,1.9e+07,15,住宅,商業地域,17,0,1,K,0
3,4.8e+07,65,住宅,商業地域,18,0,3,LDK,0
0,3.6e+07,25,住宅,商業地域,3,0,1,K,0
2,5.3e+07,60,住宅,商業地域,14,0,2,LDK,0
3,2.3e+07,20,住宅,商業地域,14,0,1,DK,0
2,6.7e+07,60,住宅,商業地域,14,1,2,LDK,0
3,1.9e+07,20,その他,商業地域,14,1,1,K,0
2,3.1e+07,40,その他,商業地域,13,0,1,LDK,0
3,1.8e+07,20,住宅,商業地域,15,0,1,K,0
2,5.7e+07,50,住宅,商業地域,4,0,2,LDK,0
3,1.6e+07,20,その他,商業地域,14,0,1,K,0
0,3.6e+07,25,その他,商業地域,3,0,1,K,0
2,1.4e+07,15,住宅,商業地域,21,0,1,K,0
7,2.5e+07,25,住宅,商業地域,14,0,1,K,0
4,2.2e+07,30,その他,商業地域,21,0,1,K,0
4,4.1e+07,40,住宅,商業地域,3,0,1,DK,0
5,2.1e+07,20,住宅,商業地域,15,0,1,K,0
4,2.3e+07,20,住宅,商業地域,12,0,1,K,0
5,2.8e+07,20,住宅,商業地域,12,0,1,K,0
5,3.2e+07,35,住宅,商業地域,18,0,1,LDK,0
6,2.6e+07,20,住宅,商業地域,12,0,1,K,0
4,4e+07,35,住宅,商業地域,15,0,2,LDK,0
5,4.3e+07,35,住宅,商業地域,4,0,1,LDK,0
6,3e+07,55,住宅,商業地域,3,0,2,LDK,0
5,5.1e+07,55,住宅,商業地域,7,0,2,LDK,0
8,7e+07,65,住宅,商業地域,2,0,3,LDK,0
5,3e+07,50,住宅,商業地域,40,1,2,LDK,0
6,3.2e+07,25,住宅,商業地域,2,0,1,K,0
5,9.5e+07,95,住宅,商業地域,7,0,3,LDK,0
4,3.7e+07,45,住宅,商業地域,33,1,2,LDK,0
9,1.5e+07,15,住宅,第２種中高層住居専用地域,35,0,1,R,0
5,6.5e+07,70,住宅,第１種中高層住居専用地域,40,0,2,LDK,0
8,7.8e+07,55,住宅,第２種住居地域,9,0,1,LDK,0
4,9.2e+07,50,住宅,商業地域,10,1,1,LDK,0
4,8.7e+07,50,住宅,商業地域,10,0,1,LDK,0
8,1.1e+08,70,住宅,第２種住居地域,9,0,2,LDK,0
